school_name,longitude,latitude,education_level,country_iso3_code,giga_id_school,school_data_source
ALICE FULL SERVICE SCHOOL,26.834909439086914,-32.785709381103516,Primary,ZAF,5b407496-a7fa-3bd7-8eb3-3dbeb5413082,
ALICE JUNIOR SECONDARY SCHOOL,26.8314208984375,-32.7830696105957,Primary,ZAF,b976ae01-86dc-35c3-bc9a-a3fb80d48cf0,
ALIPORE PRIMARY SCHOOL,30.963600158691406,-29.94569969177246,Primary,ZAF,e6b0a65f-cec5-37f7-a67e-3235e3b23739,
ALIWAL NORTH HIGH SCHOOL,26.708520889282227,-30.701900482177734,Secondary,ZAF,fe135579-2156-32af-bc38-d845d476b3fa,
ALIWAL NORTH PRIMARY SCHOOL,26.714719772338867,-30.69832992553711,Primary,ZAF,4bfb1855-673d-3feb-9a46-f10c7e4b3ea1,
ALLANDALE PRIMARY SCHOOL,30.410999298095703,-29.565799713134766,Primary,ZAF,0f678907-b342-3f45-94d1-1e006ec98d88,
ALLAN MAKHUNGA PRIMARY SCHOOL,29.071550369262695,-26.523479461669922,Primary,ZAF,a4eedf22-5e4e-3225-b2bd-7a3ab4e4533f,
ALLANRIDGE C/S,26.646413803100586,-27.75532341003418,Primary And Secondary,ZAF,a37f236a-2171-3cff-bfc9-18b5217fdf86,
ALLANRIDGE SECONDARY SCHOOL,28.169298,-26.017448,Secondary,ZAF,97cdabb1-3602-3c07-9e16-0ebd0e25c315,
ALLDAYS PRIMARY,29.11341667175293,-22.666162490844727,Primary,ZAF,84fb48b3-cebd-3936-9175-2f2ee62add47,
ALLDAYS SECONDARY,29.106138229370117,-22.684864044189453,Secondary,ZAF,f5a0c71b-ee6b-389d-b833-82a10dc711a3,
ALLENDALE SECONDARY SCHOOL,29.336999893188477,-25.926000595092773,Secondary,ZAF,1aa6a392-86e1-3d55-8ac5-2c3a9731353f,
ALLEN GLEN HIGH SCHOOL,27.919845581054688,-26.12056541442871,Secondary,ZAF,7a8bccf2-15ec-3127-a0da-af9c2c5c9dd6,
ALLERGRAINE,30.38892364501953,-24.08584976196289,Primary,ZAF,2f4a7193-59e0-3531-989a-ab3d5dbf8b48,
ALLINGHAM PRIMARY SCHOOL,30.984600067138672,-29.699399948120117,Primary,ZAF,243114f5-c038-33fe-be37-1f8cd54b6e01,
ALL SAINTS SENIOR PRIMARY SCHOOL,28.043109893798828,-31.657840728759766,Primary,ZAF,e51df746-353d-39ec-a1d4-43b66ce50bf2,
ALOE PARK PRIMARY SCHOOL,29.78860092163086,-28.58340072631836,Primary,ZAF,86188084-5204-3f7a-9699-b00bdffba49c,
ALOE RIDGE PRIMARY SCHOOL,27.958534240722656,-26.37897300720215,Primary,ZAF,9500f86e-1d07-3e2a-bce2-681595873def,
ALOE SECONDARY SCHOOL,18.607006072998047,-34.02987289428711,Secondary,ZAF,e42b577a-f1ff-3a22-af23-460e21652cb3,
ALPHA PRIMARY SCHOOL,31.1059,-27.744,Primary,ZAF,feb32031-bd55-365e-8d06-00668feae209,
ALPHA PRIMARY SCHOOL,25.54789924621582,-33.911991119384766,Primary,ZAF,9bfb5454-b786-36b2-be8c-6f5dec13c3ab,
ALPHA PRIMARY SCHOOL,27.833070755004883,-26.31137466430664,Primary,ZAF,07ac2a1e-ae4a-3008-89b9-38a018f6aada,
ALPHA PRIMÊRE SKOOL,24.025110244750977,-30.649629592895508,Primary,ZAF,8b61ca08-2c10-3aa2-951e-7ec5c684d277,
ALPHA PRIMﾊRE SKOOL,18.65521812438965,-33.828182220458984,Primary,ZAF,51112060-ca54-32db-8388-ce320df649ef,
ALPHENDALE SENIOR SECONDARY SCHOOL,27.84341049194336,-33.01436996459961,Secondary,ZAF,372f6f9d-b8f3-3db0-88c9-3251981614dd,
ALPHEUS D NKOSI SECONDARY SCHOOL,29.447999954223633,-26.4808292388916,Secondary,ZAF,574e5f4f-0bda-3b38-8795-3941627109bc,
ALPINE PRIMARY SCHOOL,18.6260929107666,-34.03712463378906,Primary,ZAF,a60cd153-448a-3b8e-a997-ad16f8bc518c,
ALRAPARK PRIMARY SCHOOL,28.50864028930664,-26.435537338256836,Primary,ZAF,b8021ea8-36f4-3a2a-a038-e439ef05afad,
ALRAPARK SECONDARY SCHOOL,28.505112,-26.437883,Secondary,ZAF,65dc193d-9e76-3890-b7d7-9a58b3fd3345,
ALSTON PRIMARY SCHOOL,30.38279914855957,-29.589599609375,Primary,ZAF,ee84577a-3216-3b3c-95b2-323562bd0e7d,
ALSTON PRIMARY SCHOOL,28.18172264099121,-26.30519676208496,Primary,ZAF,910ac3c8-0bc6-313f-82fc-8c15e69c1088,
ALTEIN,30.917919158935547,-23.136690139770508,Secondary,ZAF,d923ccf9-1c58-3bb8-ab99-07cfd98d38cf,
ALTENA PRIMARY SCHOOL,18.844079971313477,-34.08881378173828,Primary,ZAF,f6bcaf79-3c69-3ede-a65d-bb596ea41195,
ALTMONT TECHNICAL HIGH SCHOOL,27.842491149902344,-26.281177520751953,Secondary,ZAF,c492b46b-1068-33c0-b60e-c58acc5db8c0,
ALTONA PRIMARY SCHOOL,25.414499282836914,-33.934200286865234,Primary,ZAF,bd0021f6-6837-3d97-ae2b-905380756f42,
ALTONA SENIOR PRIMARY SCHOOL,31.2181,-27.3818,Primary,ZAF,81587ee3-f3b6-31cd-88de-be8279633014,
ALVA PRIMARY SCHOOL,30.4035,-28.5028,Primary And Secondary,ZAF,558d7a1f-a2c3-3875-bd3e-963f3f0d71bb,
AMABELE SENIOR SECONDARY SCHOOL,28.06967,-32.46466,Secondary,ZAF,921082e8-dbf7-3cf5-bd27-16c01e82bf27,
AMABHELE HIGH SCHOOL,26.9097,-32.74381,Secondary,ZAF,a83f1b96-3226-3d5a-83ee-18156e2c1514,
AMABHELENI JUNIOR SECONDARY SCHOOL,28.410110473632812,-31.97702980041504,Primary,ZAF,33cd30e8-ebbc-33ae-a42f-d2c4c52269d6,
AMABUTHO PRIMARY SCHOOL,30.95003,-29.36705,Primary,ZAF,23c8fa79-2f8c-3f0d-ac36-e8f2bfd7e755,
AMABUYE SECONDARY  SCHOOL,31.956300735473633,-28.863399505615234,Secondary,ZAF,c0d4ed74-56b3-3d95-b486-dd0e46d92d04,
AMADADA HIGH SCHOOL,30.0464,-27.74,Secondary,ZAF,72c5e111-ab69-3a95-bae0-f3bd2e42c336,
AMADLELO ALUHLAZA SECONDARY SCHOOL,30.783939361572266,-27.031719207763672,Secondary,ZAF,3621b393-e3e0-36bd-8da7-45cd395395a3,
AMAGCINO PRIMARY SCHOOL,30.821300506591797,-30.136499404907227,Primary,ZAF,4520df71-5c5e-381c-9819-1f249af65e7c,
AMAHLAYA PRIMARY SCHOOL,30.4129,-30.3508,Primary,ZAF,16896f0c-ad3e-30f0-99c1-6a28a61fe99c,
AMAHLONGWA JUNIOUR PRIMARY SCHOOL,30.728900909423828,-30.236499786376953,Primary,ZAF,ae054c03-8981-3de8-aa17-1818c241a9ad,
AMAHLUBI SECONDARY SCHOOL,29.711299896240234,-28.978500366210938,Secondary,ZAF,e8086b90-efcc-3b50-961f-c5358730666b,
AMAHOBE PRIMARY SCHOOL,29.8738,-27.4736,Primary,ZAF,3da6e6c3-9d5c-3da9-afed-73b81f5793d4,
