school_name,longitude,latitude,education_level,country_iso3_code,giga_id_school,school_data_source
A.I.C KIPTUMET SECONDARY SCHOOL,34.96110153198242,1.1345000267028809,Secondary,KEN,d7d47417-6dfc-3f53-8669-aad497dc480d,
A.I.C KIPYAOR SECONDARY SCHOOL,35.383880615234375,-0.014165000058710575,Secondary,KEN,b309d6b1-5abe-3be3-ae7e-86fdb85c0ce6,
AIC KITHIMANI,37.446781158447266,-1.1882500648498535,Primary,KEN,f71ffc9a-8a52-33c9-b03c-b683803c9d60,
AIC KITUNDUNI SECONDARY SCHOOL,38.00400161743164,-1.2863999605178833,Secondary,KEN,fd3dd7cb-0a95-35da-a6f9-645260ecf30e,
AIC KOBOS GIRLS HIGH SCHOOL,34.94599914550781,1.1486999988555908,Secondary,KEN,86c7e2ef-6ea9-3afa-bba5-5873649412c4,
A I C KOSIRAI GIRLS SECONDARY SCHOOL,35.14105987548828,0.2796500027179718,Secondary,KEN,d405752c-b4f9-3bf9-9826-b8f599088820,
AIC KOSIRAI SECONDARY SCHOOL,35.23699951171875,0.32208698987960815,Secondary,KEN,5d37a9c9-f179-3671-b791-cc9eb9bc91ce,
A.I.C KOSYIN SECONDARY SCHOOL,35.23066329956055,0.8280962705612183,Secondary,KEN,6b9b1e9a-8492-3ab0-af93-b7432b159f54,
AIC LABORET,35.04787063598633,0.49943000078201294,Primary,KEN,f23e020b-2d0b-31c3-9910-233e24ac41ce,
A I C LEMOOK SECONDARY SCHOOL,35.221099853515625,0.4704299867153168,Secondary,KEN,06abaf05-a170-3a7b-842f-3c9ca3f17102,
A.I.C LESERU BOYS SCHOOL,35.206809997558594,0.5937899947166443,Secondary,KEN,d94a7e16-a456-3dd6-a3da-e31976753e63,
A.I.C LESERU GIRLS SCHOOL,35.15879821777344,0.5679000020027161,Secondary,KEN,058b90d0-272c-35b1-ba95-e9f174f019f3,
A.I.C LESSOS SECONDARY SCHOOL,34.99599838256836,1.0426000356674194,Secondary,KEN,a2dbb957-72fc-3ca4-b503-1d98853e03e6,
A.I.C LOLKERINGET SECONDARY SCHOOL,35.0620002746582,0.9210000038146973,Secondary,KEN,f9ca6546-05dd-3048-a795-a31ca542e64b,
A.I.C  MATITHINI MIXED SECONDARY SCHOOL,37.39818572998047,-1.3551490306854248,Secondary,KEN,b7f964fa-7745-32ce-8801-cdc463fe0d49,
AIC MAVINDINI BOYS SECONDARY SCHOOL,37.75477600097656,-0.8307750225067139,Secondary,KEN,0bb70dd3-a0be-390a-b94e-afd0c70809f2,
A.I.C MBAU SECONDARY SCHOOL,38.070316314697266,-1.0541160106658936,Secondary,KEN,7e86bbf7-4d8c-397d-ba64-ea9916018f1f,
AIC MBEMBANI CENTRAL SECONDARY SCHOOL,37.26259994506836,1.6174999475479126,Secondary,KEN,925ea260-a37a-3416-b2ff-f3bcb12e969c,
A I C MOI ACADEMY ESAGERI,35.8240966796875,0.028598999604582787,Secondary,KEN,70675715-53d3-373d-8e13-41c17e84027d,
A.I.C MOI BOYS HIGH SCHOOL - KAPLAMAI,35.12087631225586,0.9831129908561707,Secondary,KEN,96364660-d67b-3194-bb31-4ea9543de7f5,
A I C MOI'S BRIDGE,35.1290283203125,0.8763700127601624,Primary,KEN,b6e7210e-266f-3821-b8e8-e03cb5ffcd3f,
